method,plant_id,actual,rater,estimate,order_id
Version_2,3,3.333333333,1,5,7
Version_2,4,3.333333333,1,8,8
Version_2,5,16.66666667,1,8,18
Version_2,6,3.333333333,1,5,9
Version_2,7,36.66666667,1,40,36
Version_2,8,20,1,25,23
Version_2,9,33.33333333,1,45,35
Version_2,10,30,1,40,31
Version_2,11,60,1,60,56
Version_2,12,40,1,40,43
Version_2,13,83.33333333,1,85,66
Version_2,14,10,1,35,14
Version_2,15,6.666666667,1,30,12
Version_2,16,30,1,35,32
Version_2,17,50,1,65,49
Version_2,18,50,1,70,50
Version_2,19,43.33333333,1,30,45
Version_2,20,16.66666667,1,20,19
Version_2,21,0,1,0,2
Version_2,22,86.66666667,1,85,68
Version_2,23,46.66666667,1,60,48
Version_2,24,23.33333333,1,30,26
Version_2,25,13.33333333,1,25,15
Version_2,26,90,1,90,71
Version_2,27,23.33333333,1,30,27
Version_2,28,36.66666667,1,35,37
Version_2,29,23.33333333,1,5,28
Version_2,30,63.33333333,1,65,59
Version_2,31,3.333333333,1,5,10
Version_2,32,100,1,95,77
Version_2,33,30,1,20,33
Version_2,34,83.33333333,1,80,67
Version_2,35,80,1,80,64
Version_2,36,13.33333333,1,30,16
Version_2,37,80,1,80,65
Version_2,38,6.666666667,1,5,13
Version_2,39,36.66666667,1,40,38
Version_2,40,86.66666667,1,90,69
Version_2,41,30,1,10,34
Version_2,42,70,1,80,60
Version_2,43,0,1,5,3
Version_2,44,43.33333333,1,45,46
Version_2,45,73.33333333,1,80,62
Version_2,46,90,1,90,72
Version_2,47,50,1,60,51
Version_2,48,3.333333333,1,0,11
Version_2,49,0,1,5,4
Version_2,50,40,1,40,44
Version_2,51,0,1,0,5
Version_2,52,13.33333333,1,10,17
Version_2,53,20,1,20,24
Version_2,54,16.66666667,1,0,20
Version_2,55,53.33333333,1,70,52
Version_2,56,36.66666667,1,20,39
Version_2,57,16.66666667,1,20,21
Version_2,58,23.33333333,1,15,29
Version_2,59,90,1,90,73
Version_2,60,86.66666667,1,80,70
Version_2,61,53.33333333,1,55,53
Version_2,62,43.33333333,1,40,47
Version_2,63,36.66666667,1,40,40
Version_2,64,60,1,60,57
Version_2,65,20,1,25,25
Version_2,66,26.66666667,1,30,30
Version_2,67,56.66666667,1,60,55
Version_2,68,73.33333333,1,80,63
Version_2,69,36.66666667,1,40,41
Version_2,70,70,1,75,61
Version_2,71,53.33333333,1,55,54
Version_2,72,90,1,90,74
Version_2,73,100,1,98,78
Version_2,74,100,1,98,79
Version_2,75,36.66666667,1,40,42
Version_2,76,96.66666667,1,100,76
Version_2,77,100,1,100,80
Version_2,78,100,1,100,81
Version_2,79,100,1,100,82
Version_2,80,100,1,100,83
Version_2,81,100,1,100,84
Version_2,82,100,1,98,85
Version_2,83,100,1,100,86
Version_2,84,100,1,100,87
Version_2,85,60,1,65,58
Version_2,86,100,1,100,88
Version_2,87,90,1,95,75
Version_2,88,100,1,100,89
Version_2,89,100,1,98,90
Version_2,90,0,1,0,6
Version_2,1,0,2,0,1
Version_2,2,20,2,15,22
Version_2,3,3.333333333,2,3,7
Version_2,4,3.333333333,2,3,8
Version_2,5,16.66666667,2,4,18
Version_2,6,3.333333333,2,0,9
Version_2,7,36.66666667,2,25,36
Version_2,8,20,2,20,23
Version_2,9,33.33333333,2,28,35
Version_2,10,30,2,10,31
Version_2,11,60,2,45,56
Version_2,12,40,2,35,43
Version_2,13,83.33333333,2,77,66
Version_2,14,10,2,37,14
Version_2,15,6.666666667,2,20,12
Version_2,16,30,2,26,32
Version_2,17,50,2,56,49
Version_2,18,50,2,55,50
Version_2,19,43.33333333,2,60,45
Version_2,20,16.66666667,2,20,19
Version_2,21,0,2,2,2
Version_2,22,86.66666667,2,79,68
Version_2,23,46.66666667,2,67,48
Version_2,24,23.33333333,2,25,26
Version_2,25,13.33333333,2,17,15
Version_2,26,90,2,96,71
Version_2,27,23.33333333,2,12,27
Version_2,28,36.66666667,2,18,37
Version_2,29,23.33333333,2,7,28
Version_2,30,63.33333333,2,69,59
Version_2,31,3.333333333,2,4,10
Version_2,32,100,2,100,77
Version_2,33,30,2,12,33
Version_2,34,83.33333333,2,83,67
Version_2,35,80,2,79,64
Version_2,36,13.33333333,2,27,16
Version_2,37,80,2,64,65
Version_2,38,6.666666667,2,6,13
Version_2,39,36.66666667,2,20,38
Version_2,40,86.66666667,2,96,69
Version_2,41,30,2,13,34
Version_2,42,70,2,72,60
Version_2,43,0,2,0,3
Version_2,44,43.33333333,2,27,46
Version_2,45,73.33333333,2,55,62
Version_2,46,90,2,98,72
Version_2,47,50,2,28,51
Version_2,48,3.333333333,2,2,11
Version_2,49,0,2,1,4
Version_2,50,40,2,22,44
Version_2,51,0,2,3,5
Version_2,52,13.33333333,2,9,17
Version_2,53,20,2,7,24
Version_2,54,16.66666667,2,10,20
Version_2,55,53.33333333,2,16,52
Version_2,56,36.66666667,2,19,39
Version_2,57,16.66666667,2,12,21
Version_2,58,23.33333333,2,10,29
Version_2,59,90,2,100,73
Version_2,60,86.66666667,2,96,70
Version_2,61,53.33333333,2,37,53
Version_2,62,43.33333333,2,23,47
Version_2,63,36.66666667,2,20,40
Version_2,64,60,2,60,57
Version_2,65,20,2,8,25
Version_2,66,26.66666667,2,8,30
Version_2,67,56.66666667,2,38,55
Version_2,68,73.33333333,2,50,63
Version_2,69,36.66666667,2,24,41
Version_2,70,70,2,70,61
Version_2,71,53.33333333,2,43,54
Version_2,72,90,2,99,74
Version_2,73,100,2,100,78
Version_2,74,100,2,100,79
Version_2,75,36.66666667,2,37,42
Version_2,76,96.66666667,2,100,76
Version_2,77,100,2,100,80
Version_2,78,100,2,100,81
Version_2,79,100,2,100,82
Version_2,80,100,2,100,83
Version_2,81,100,2,100,84
Version_2,82,100,2,100,85
Version_2,83,100,2,100,86
Version_2,84,100,2,100,87
Version_2,85,60,2,64,58
Version_2,86,100,2,100,88
Version_2,87,90,2,100,75
Version_2,88,100,2,100,89
Version_2,89,100,2,100,90
Version_2,90,0,2,1,6
Version_2,1,0,3,0,1
Version_2,2,20,3,5,22
Version_2,3,3.333333333,3,0,7
Version_2,4,3.333333333,3,0,8
Version_2,5,16.66666667,3,10,18
Version_2,6,3.333333333,3,0,9
Version_2,7,36.66666667,3,30,36
Version_2,8,20,3,20,23
Version_2,9,33.33333333,3,50,35
Version_2,10,30,3,10,31
Version_2,11,60,3,60,56
Version_2,12,40,3,30,43
Version_2,13,83.33333333,3,90,66
Version_2,14,10,3,10,14
Version_2,15,6.666666667,3,10,12
Version_2,16,30,3,20,32
Version_2,17,50,3,65,49
Version_2,18,50,3,55,50
Version_2,19,43.33333333,3,40,45
Version_2,20,16.66666667,3,15,19
Version_2,21,0,3,0,2
Version_2,22,86.66666667,3,85,68
Version_2,23,46.66666667,3,25,48
Version_2,24,23.33333333,3,20,26
Version_2,25,13.33333333,3,15,15
Version_2,26,90,3,95,71
Version_2,27,23.33333333,3,15,27
Version_2,28,36.66666667,3,30,37
Version_2,29,23.33333333,3,15,28
Version_2,30,63.33333333,3,70,59
Version_2,31,3.333333333,3,5,10
Version_2,32,100,3,100,77
Version_2,33,30,3,10,33
Version_2,34,83.33333333,3,90,67
Version_2,35,80,3,70,64
Version_2,36,13.33333333,3,30,16
Version_2,37,80,3,80,65
Version_2,38,6.666666667,3,15,13
Version_2,39,36.66666667,3,20,38
Version_2,40,86.66666667,3,95,69
Version_2,41,30,3,5,34
Version_2,42,70,3,80,60
Version_2,43,0,3,0,3
Version_2,44,43.33333333,3,40,46
Version_2,45,73.33333333,3,80,62
Version_2,46,90,3,90,72
Version_2,47,50,3,30,51
Version_2,48,3.333333333,3,0,11
Version_2,49,0,3,0,4
Version_2,50,40,3,50,44
Version_2,51,0,3,0,5
Version_2,52,13.33333333,3,5,17
Version_2,53,20,3,5,24
Version_2,54,16.66666667,3,0,20
Version_2,55,53.33333333,3,65,52
Version_2,56,36.66666667,3,45,39
Version_2,57,16.66666667,3,10,21
Version_2,58,23.33333333,3,15,29
Version_2,59,90,3,95,73
Version_2,60,86.66666667,3,80,70
Version_2,61,53.33333333,3,40,53
Version_2,62,43.33333333,3,45,47
Version_2,63,36.66666667,3,40,40
Version_2,64,60,3,65,57
Version_2,65,20,3,10,25
Version_2,66,26.66666667,3,20,30
Version_2,67,56.66666667,3,65,55
Version_2,68,73.33333333,3,75,63
Version_2,69,36.66666667,3,50,41
Version_2,70,70,3,70,61
Version_2,71,53.33333333,3,55,54
Version_2,72,90,3,90,74
Version_2,73,100,3,100,78
Version_2,74,100,3,100,79
Version_2,75,36.66666667,3,25,42
Version_2,76,96.66666667,3,100,76
Version_2,77,100,3,100,80
Version_2,78,100,3,100,81
Version_2,79,100,3,100,82
Version_2,80,100,3,100,83
Version_2,81,100,3,100,84
Version_2,82,100,3,100,85
Version_2,83,100,3,100,86
Version_2,84,100,3,100,87
Version_2,85,60,3,60,58
Version_2,86,100,3,100,88
Version_2,87,90,3,90,75
Version_2,88,100,3,100,89
Version_2,89,100,3,100,90
Version_2,90,0,3,0,6
Version_2,1,0,4,0,1
Version_2,2,20,4,30,22
Version_2,3,3.333333333,4,10,7
Version_2,4,3.333333333,4,10,8
Version_2,5,16.66666667,4,20,18
Version_2,6,3.333333333,4,10,9
Version_2,7,36.66666667,4,40,36
Version_2,8,20,4,30,23
Version_2,9,33.33333333,4,30,35
Version_2,10,30,4,20,31
Version_2,11,60,4,50,56
Version_2,12,40,4,40,43
Version_2,13,83.33333333,4,80,66
Version_2,14,10,4,10,14
Version_2,15,6.666666667,4,0,12
Version_2,16,30,4,20,32
Version_2,17,50,4,10,49
Version_2,18,50,4,10,50
Version_2,19,43.33333333,4,30,45
Version_2,20,16.66666667,4,20,19
Version_2,21,0,4,0,2
Version_2,22,86.66666667,4,80,68
Version_2,23,46.66666667,4,50,48
Version_2,24,23.33333333,4,20,26
Version_2,25,13.33333333,4,10,15
Version_2,26,90,4,90,71
Version_2,27,23.33333333,4,10,27
Version_2,28,36.66666667,4,30,37
Version_2,29,23.33333333,4,0,28
Version_2,30,63.33333333,4,60,59
Version_2,31,3.333333333,4,10,10
Version_2,32,100,4,100,77
Version_2,33,30,4,10,33
Version_2,34,83.33333333,4,80,67
Version_2,35,80,4,80,64
Version_2,36,13.33333333,4,20,16
Version_2,37,80,4,70,65
Version_2,38,6.666666667,4,10,13
Version_2,39,36.66666667,4,30,38
Version_2,40,86.66666667,4,90,69
Version_2,41,30,4,10,34
Version_2,42,70,4,80,60
Version_2,43,0,4,0,3
Version_2,44,43.33333333,4,40,46
Version_2,45,73.33333333,4,60,62
Version_2,46,90,4,90,72
Version_2,47,50,4,40,51
Version_2,48,3.333333333,4,0,11
Version_2,49,0,4,0,4
Version_2,50,40,4,50,44
Version_2,51,0,4,0,5
Version_2,52,13.33333333,4,10,17
Version_2,53,20,4,20,24
Version_2,54,16.66666667,4,20,20
Version_2,55,53.33333333,4,40,52
Version_2,56,36.66666667,4,50,39
Version_2,57,16.66666667,4,20,21
Version_2,58,23.33333333,4,10,29
Version_2,59,90,4,100,73
Version_2,60,86.66666667,4,80,70
Version_2,61,53.33333333,4,70,53
Version_2,62,43.33333333,4,40,47
Version_2,63,36.66666667,4,30,40
Version_2,64,60,4,60,57
Version_2,65,20,4,30,25
Version_2,66,26.66666667,4,10,30
Version_2,67,56.66666667,4,60,55
Version_2,68,73.33333333,4,80,63
Version_2,69,36.66666667,4,40,41
Version_2,70,70,4,70,61
Version_2,71,53.33333333,4,50,54
Version_2,72,90,4,90,74
Version_2,73,100,4,100,78
Version_2,74,100,4,90,79
Version_2,75,36.66666667,4,40,42
Version_2,76,96.66666667,4,100,76
Version_2,77,100,4,100,80
Version_2,78,100,4,100,81
Version_2,79,100,4,100,82
Version_2,80,100,4,100,83
Version_2,81,100,4,100,84
Version_2,82,100,4,100,85
Version_2,83,100,4,100,86
Version_2,84,100,4,100,87
Version_2,85,60,4,60,58
Version_2,86,100,4,100,88
Version_2,87,90,4,90,75
Version_2,88,100,4,100,89
Version_2,89,100,4,100,90
Version_2,90,0,4,0,6
Version_2,1,0,5,0,1
Version_2,2,20,5,30,22
Version_2,3,3.333333333,5,10,7
Version_2,4,3.333333333,5,20,8
Version_2,5,16.66666667,5,10,18
Version_2,6,3.333333333,5,10,9
Version_2,7,36.66666667,5,40,36
Version_2,8,20,5,40,23
Version_2,9,33.33333333,5,30,35
Version_2,10,30,5,20,31
Version_2,11,60,5,60,56
Version_2,12,40,5,40,43
Version_2,13,83.33333333,5,60,66
Version_2,14,10,5,20,14
Version_2,15,6.666666667,5,10,12
Version_2,16,30,5,20,32
Version_2,17,50,5,10,49
Version_2,18,50,5,10,50
Version_2,19,43.33333333,5,50,45
Version_2,20,16.66666667,5,10,19
Version_2,21,0,5,0,2
Version_2,22,86.66666667,5,80,68
Version_2,23,46.66666667,5,20,48
Version_2,24,23.33333333,5,20,26
Version_2,25,13.33333333,5,10,15
Version_2,26,90,5,70,71
Version_2,27,23.33333333,5,10,27
Version_2,28,36.66666667,5,30,37
Version_2,29,23.33333333,5,0,28
Version_2,30,63.33333333,5,60,59
Version_2,31,3.333333333,5,0,10
Version_2,32,100,5,90,77
Version_2,33,30,5,10,33
Version_2,34,83.33333333,5,70,67
Version_2,35,80,5,70,64
Version_2,36,13.33333333,5,20,16
Version_2,37,80,5,60,65
Version_2,38,6.666666667,5,0,13
Version_2,39,36.66666667,5,20,38
Version_2,40,86.66666667,5,90,69
Version_2,41,30,5,0,34
Version_2,42,70,5,70,60
Version_2,43,0,5,0,3
Version_2,44,43.33333333,5,40,46
Version_2,45,73.33333333,5,60,62
Version_2,46,90,5,90,72
Version_2,47,50,5,40,51
Version_2,48,3.333333333,5,0,11
Version_2,49,0,5,0,4
Version_2,50,40,5,40,44
Version_2,51,0,5,0,5
Version_2,52,13.33333333,5,0,17
Version_2,53,20,5,10,24
Version_2,54,16.66666667,5,30,20
Version_2,55,53.33333333,5,40,52
Version_2,56,36.66666667,5,40,39
Version_2,57,16.66666667,5,20,21
Version_2,58,23.33333333,5,10,29
Version_2,59,90,5,90,73
Version_2,60,86.66666667,5,70,70
Version_2,61,53.33333333,5,60,53
Version_2,62,43.33333333,5,10,47
Version_2,63,36.66666667,5,10,40
Version_2,64,60,5,60,57
Version_2,65,20,5,10,25
Version_2,66,26.66666667,5,10,30
Version_2,67,56.66666667,5,40,55
Version_2,69,36.66666667,5,40,41
Version_2,70,70,5,50,61
Version_2,71,53.33333333,5,60,54
Version_2,72,90,5,90,74
Version_2,73,100,5,100,78
Version_2,74,100,5,90,79
Version_2,75,36.66666667,5,40,42
Version_2,76,96.66666667,5,100,76
Version_2,77,100,5,100,80
Version_2,78,100,5,100,81
Version_2,79,100,5,100,82
Version_2,80,100,5,100,83
Version_2,81,100,5,100,84
Version_2,82,100,5,100,85
Version_2,83,100,5,100,86
Version_2,84,100,5,100,87
Version_2,85,60,5,60,58
Version_2,86,100,5,100,88
Version_2,87,90,5,90,75
Version_2,88,100,5,100,89
Version_2,89,100,5,90,90
Version_2,90,0,5,0,6
Version_2,1,0,6,0,1
Version_2,2,20,6,10,22
Version_2,3,3.333333333,6,0,7
Version_2,4,3.333333333,6,25,8
Version_2,5,16.66666667,6,30,18
Version_2,6,3.333333333,6,20,9
Version_2,7,36.66666667,6,50,36
Version_2,8,20,6,25,23
Version_2,9,33.33333333,6,40,35
Version_2,10,30,6,30,31
Version_2,11,60,6,60,56
Version_2,12,40,6,40,43
Version_2,13,83.33333333,6,75,66
Version_2,14,10,6,30,14
Version_2,15,6.666666667,6,30,12
Version_2,16,30,6,30,32
Version_2,17,50,6,55,49
Version_2,18,50,6,50,50
Version_2,19,43.33333333,6,50,45
Version_2,20,16.66666667,6,10,19
Version_2,21,0,6,0,2
Version_2,22,86.66666667,6,80,68
Version_2,23,46.66666667,6,40,48
Version_2,24,23.33333333,6,30,26
Version_2,25,13.33333333,6,25,15
Version_2,26,90,6,80,71
Version_2,27,23.33333333,6,10,27
Version_2,28,36.66666667,6,35,37
Version_2,29,23.33333333,6,0,28
Version_2,30,63.33333333,6,65,59
Version_2,31,3.333333333,6,0,10
Version_2,32,100,6,100,77
Version_2,33,30,6,10,33
Version_2,34,83.33333333,6,80,67
Version_2,35,80,6,75,64
Version_2,36,13.33333333,6,20,16
Version_2,37,80,6,80,65
Version_2,38,6.666666667,6,0,13
Version_2,39,36.66666667,6,40,38
Version_2,40,86.66666667,6,80,69
Version_2,41,30,6,30,34
Version_2,42,70,6,75,60
Version_2,43,0,6,5,3
Version_2,44,43.33333333,6,40,46
Version_2,45,73.33333333,6,60,62
Version_2,46,90,6,90,72
Version_2,47,50,6,40,51
Version_2,48,3.333333333,6,0,11
Version_2,49,0,6,0,4
Version_2,50,40,6,40,44
Version_2,51,0,6,0,5
Version_2,52,13.33333333,6,10,17
Version_2,53,20,6,10,24
Version_2,54,16.66666667,6,45,20
Version_2,55,53.33333333,6,50,52
Version_2,56,36.66666667,6,40,39
Version_2,57,16.66666667,6,20,21
Version_2,58,23.33333333,6,10,29
Version_2,59,90,6,95,73
Version_2,60,86.66666667,6,80,70
Version_2,61,53.33333333,6,60,53
Version_2,62,43.33333333,6,40,47
Version_2,63,36.66666667,6,30,40
Version_2,64,60,6,50,57
Version_2,65,20,6,10,25
Version_2,66,26.66666667,6,5,30
Version_2,67,56.66666667,6,60,55
Version_2,68,73.33333333,6,70,63
Version_2,69,36.66666667,6,40,41
Version_2,70,70,6,70,61
Version_2,71,53.33333333,6,70,54
Version_2,72,90,6,100,74
Version_2,73,100,6,100,78
Version_2,74,100,6,95,79
Version_2,75,36.66666667,6,40,42
Version_2,76,96.66666667,6,100,76
Version_2,77,100,6,100,80
Version_2,78,100,6,100,81
Version_2,79,100,6,100,82
Version_2,80,100,6,100,83
Version_2,81,100,6,100,84
Version_2,82,100,6,95,85
Version_2,83,100,6,100,86
Version_2,84,100,6,100,87
Version_2,85,60,6,70,58
Version_2,86,100,6,100,88
Version_2,87,90,6,90,75
Version_2,88,100,6,100,89
Version_2,89,100,6,95,90
Version_2,90,0,6,0,6
Version_2,1,0,7,0,1
Version_2,2,20,7,15,22
Version_2,3,3.333333333,7,5,7
Version_2,4,3.333333333,7,10,8
Version_2,5,16.66666667,7,15,18
Version_2,6,3.333333333,7,10,9
Version_2,7,36.66666667,7,30,36
Version_2,8,20,7,10,23
Version_2,9,33.33333333,7,20,35
Version_2,10,30,7,20,31
Version_2,11,60,7,50,56
Version_2,12,40,7,40,43
Version_2,13,83.33333333,7,60,66
Version_2,14,10,7,20,14
Version_2,15,6.666666667,7,5,12
Version_2,16,30,7,10,32
Version_2,17,50,7,10,49
Version_2,18,50,7,10,50
Version_2,19,43.33333333,7,40,45
Version_2,20,16.66666667,7,20,19
Version_2,21,0,7,0,2
Version_2,22,86.66666667,7,80,68
Version_2,23,46.66666667,7,50,48
Version_2,24,23.33333333,7,30,26
Version_2,25,13.33333333,7,20,15
Version_2,26,90,7,90,71
Version_2,27,23.33333333,7,30,27
Version_2,28,36.66666667,7,25,37
Version_2,29,23.33333333,7,5,28
Version_2,30,63.33333333,7,60,59
Version_2,31,3.333333333,7,0,10
Version_2,32,100,7,90,77
Version_2,33,30,7,15,33
Version_2,34,83.33333333,7,80,67
Version_2,35,80,7,70,64
Version_2,36,13.33333333,7,10,16
Version_2,37,80,7,80,65
Version_2,38,6.666666667,7,5,13
Version_2,39,36.66666667,7,30,38
Version_2,40,86.66666667,7,80,69
Version_2,40,86.66666667,7,89,69
Version_2,41,30,7,10,34
Version_2,42,70,7,80,60
Version_2,43,0,7,0,3
Version_2,44,43.33333333,7,40,46
Version_2,45,73.33333333,7,60,62
Version_2,46,90,7,90,72
Version_2,47,50,7,50,51
Version_2,48,3.333333333,7,5,11
Version_2,49,0,7,0,4
Version_2,50,40,7,40,44
Version_2,51,0,7,0,5
Version_2,52,13.33333333,7,15,17
Version_2,53,20,7,20,24
Version_2,54,16.66666667,7,35,20
Version_2,55,53.33333333,7,45,52
Version_2,56,36.66666667,7,45,39
Version_2,57,16.66666667,7,40,21
Version_2,58,23.33333333,7,10,29
Version_2,59,90,7,100,73
Version_2,60,86.66666667,7,90,70
Version_2,61,53.33333333,7,70,53
Version_2,62,43.33333333,7,40,47
Version_2,63,36.66666667,7,50,40
Version_2,64,60,7,60,57
Version_2,65,20,7,30,25
Version_2,66,26.66666667,7,10,30
Version_2,67,56.66666667,7,60,55
Version_2,68,73.33333333,7,60,63
Version_2,69,36.66666667,7,35,41
Version_2,70,70,7,70,61
Version_2,71,53.33333333,7,60,54
Version_2,72,90,7,95,74
Version_2,73,100,7,100,78
Version_2,74,100,7,100,79
Version_2,75,36.66666667,7,40,42
Version_2,76,96.66666667,7,100,76
Version_2,77,100,7,100,80
Version_2,78,100,7,100,81
Version_2,79,100,7,100,82
Version_2,80,100,7,100,83
Version_2,81,100,7,100,84
Version_2,82,100,7,100,85
Version_2,83,100,7,100,86
Version_2,84,100,7,100,87
Version_2,85,60,7,60,58
Version_2,86,100,7,100,88
Version_2,87,90,7,90,75
Version_2,88,100,7,100,89
Version_2,89,100,7,100,90
Version_2,90,0,7,0,6
Version_2,1,0,8,0,1
Version_2,2,20,8,22,22
Version_2,3,3.333333333,8,2,7
Version_2,4,3.333333333,8,6,8
Version_2,5,16.66666667,8,12,18
Version_2,6,3.333333333,8,3,9
Version_2,7,36.66666667,8,37,36
Version_2,8,20,8,29,23
Version_2,9,33.33333333,8,18,35
Version_2,10,30,8,12,31
Version_2,11,60,8,63,56
Version_2,12,40,8,25,43
Version_2,13,83.33333333,8,65,66
Version_2,14,10,8,47,14
Version_2,15,6.666666667,8,24,12
Version_2,16,30,8,18,32
Version_2,17,50,8,65,49
Version_2,18,50,8,54,50
Version_2,19,43.33333333,8,32,45
Version_2,20,16.66666667,8,23,19
Version_2,21,0,8,4,2
Version_2,22,86.66666667,8,86,68
Version_2,23,46.66666667,8,78,48
Version_2,24,23.33333333,8,40,26
Version_2,25,13.33333333,8,23,15
Version_2,26,90,8,85,71
Version_2,27,23.33333333,8,15,27
Version_2,28,36.66666667,8,23,37
Version_2,29,23.33333333,8,7,28
Version_2,30,63.33333333,8,73,59
Version_2,31,3.333333333,8,5,10
Version_2,32,100,8,90,77
Version_2,33,30,8,11,33
Version_2,34,83.33333333,8,86,67
Version_2,35,80,8,83,64
Version_2,36,13.33333333,8,6,16
Version_2,37,80,8,79,65
Version_2,38,6.666666667,8,9,13
Version_2,39,36.66666667,8,24,38
Version_2,41,30,8,12,34
Version_2,42,70,8,77,60
Version_2,43,0,8,12,3
Version_2,44,43.33333333,8,65,46
Version_2,45,73.33333333,8,75,62
Version_2,46,90,8,95,72
Version_2,47,50,8,55,51
Version_2,48,3.333333333,8,2,11
Version_2,49,0,8,0,4
Version_2,50,40,8,81,44
Version_2,51,0,8,45,5
Version_2,52,13.33333333,8,50,17
Version_2,53,20,8,14,24
Version_2,54,16.66666667,8,24,20
Version_2,55,53.33333333,8,54,52
Version_2,56,36.66666667,8,36,39
Version_2,57,16.66666667,8,28,21
Version_2,58,23.33333333,8,27,29
Version_2,59,90,8,97,73
Version_2,60,86.66666667,8,78,70
Version_2,61,53.33333333,8,45,53
Version_2,62,43.33333333,8,35,47
Version_2,63,36.66666667,8,36,40
Version_2,64,60,8,43,57
Version_2,65,20,8,13,25
Version_2,66,26.66666667,8,8,30
Version_2,67,56.66666667,8,56,55
Version_2,68,73.33333333,8,69,63
Version_2,69,36.66666667,8,39,41
Version_2,70,70,8,73,61
Version_2,71,53.33333333,8,60,54
Version_2,72,90,8,96,74
Version_2,73,100,8,98,78
Version_2,74,100,8,95,79
Version_2,75,36.66666667,8,48,42
Version_2,76,96.66666667,8,100,76
Version_2,77,100,8,100,80
Version_2,78,100,8,100,81
Version_2,79,100,8,100,82
Version_2,80,100,8,99,83
Version_2,81,100,8,100,84
Version_2,82,100,8,100,85
Version_2,83,100,8,100,86
Version_2,84,100,8,100,87
Version_2,85,60,8,25,58
Version_2,86,100,8,100,88
Version_2,87,90,8,87,75
Version_2,88,100,8,100,89
Version_2,89,100,8,99,90
Version_2,90,0,8,2,6
Version_2,1,0,9,5,1
Version_2,2,20,9,15,22
Version_2,3,3.333333333,9,0,7
Version_2,4,3.333333333,9,7,8
Version_2,5,16.66666667,9,30,18
Version_2,6,3.333333333,9,0,9
Version_2,7,36.66666667,9,25,36
Version_2,8,20,9,10,23
Version_2,9,33.33333333,9,15,35
Version_2,10,30,9,25,31
Version_2,11,60,9,50,56
Version_2,12,40,9,40,43
Version_2,13,83.33333333,9,80,66
Version_2,14,10,9,10,14
Version_2,15,6.666666667,9,3,12
Version_2,16,30,9,10,32
Version_2,17,50,9,43,49
Version_2,18,50,9,35,50
Version_2,19,43.33333333,9,47,45
Version_2,20,16.66666667,9,14,19
Version_2,21,0,9,0,2
Version_2,22,86.66666667,9,80,68
Version_2,23,46.66666667,9,10,48
Version_2,24,23.33333333,9,10,26
Version_2,25,13.33333333,9,15,15
Version_2,26,90,9,86,71
Version_2,27,23.33333333,9,8,27
Version_2,28,36.66666667,9,40,37
Version_2,29,23.33333333,9,2,28
Version_2,30,63.33333333,9,53,59
Version_2,31,3.333333333,9,0,10
Version_2,32,100,9,100,77
Version_2,33,30,9,6,33
Version_2,34,83.33333333,9,80,67
Version_2,35,80,9,65,64
Version_2,36,13.33333333,9,12,16
Version_2,37,80,9,80,65
Version_2,38,6.666666667,9,14,13
Version_2,39,36.66666667,9,42,38
Version_2,40,86.66666667,9,97,69
Version_2,41,30,9,40,34
Version_2,42,70,9,78,60
Version_2,43,0,9,0,3
Version_2,44,43.33333333,9,47,46
Version_2,45,73.33333333,9,65,62
Version_2,46,90,9,90,72
Version_2,47,50,9,47,51
Version_2,48,3.333333333,9,0,11
Version_2,49,0,9,0,4
Version_2,50,40,9,46,44
Version_2,51,0,9,0,5
Version_2,52,13.33333333,9,16,17
Version_2,53,20,9,20,24
Version_2,54,16.66666667,9,44,20
Version_2,55,53.33333333,9,52,52
Version_2,56,36.66666667,9,38,39
Version_2,57,16.66666667,9,26,21
Version_2,58,23.33333333,9,29,29
